Position,Business Name,Location,Status,Description,Asking Price,Revenue,Cash Flow,Business URL,Image URL,Image Alt Text
189,GTA Based Commercial HVAC Business,"Greater Toronto Area, Ontario, Canada",,"Asking Price: $1,000,000 (CAD)
Revenue: $2,000,000 (CAD)
Cash Flow: $580,000 (CAD)","$1,000,000 (CAD)","$2,000,000 (CAD)","$580,000 (CAD)",https://canada.businessesforsale.com/canadian/gta-based-commercial-hvac-business.aspx,https://canada.businessesforsale.com/uploadsstatic/a3734594mediumthumbnail.jpg?YTfCUsqhbFUXXBdTznf2BA==,gta based commercial hvac
190,Busy plaza with great commercial tenants,"Ontario, Canada",,"Asking Price: $7,290,000 (CAD)
Revenue: $250K - $500K (CAD)
Cash Flow: $250K - $500K (CAD)","$7,290,000 (CAD)",$250K - $500K (CAD),$250K - $500K (CAD),https://canada.businessesforsale.com/canadian/busy-plaza-with-great-commercial-tenants.aspx,https://canada.businessesforsale.com/content/shared/images/categoryimages/realestate.png,busy plaza with great
191,Premier Award-winning Senior Care Business,"Waterloo, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-270.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694741mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
192,Premier Award-winning Senior Care Business,"Milton, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-269.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694739mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
193,"Kindling Cannabis in Sudbury, ON","Sudbury, ON, Ontario",,"License Fee: On request
Investment: On request
Capital: $150,000",On request,On request,"$150,000 ",https://canada.businessesforsale.com/canadian/franchises/opportunities/kindling-cannabis-opportunity?location=Sudbury%2C%20ON,https://canada.businessesforsale.com/canadian/franchises/images/franchise8368/browselogobig.jpg,kindling cannabis
194,Premier Award-winning Senior Care Business,"Kitchener, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-268.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694738mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
195,Premier Award-winning Senior Care Business,"Guelph, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-267.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694737mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
196,Massage Experts Franchise in St Catharines,"St Catharines, Ontario",,"Franchise Fee: $39,500
Investment: Available on request
Capital: $125,000","$39,500 ",Available on request,"$125,000 ",https://canada.businessesforsale.com/canadian/franchises/opportunities/massage-experts-canada?location=St%20Catharines,https://canada.businessesforsale.com/canadian/franchises/images/franchise7095/browselogobig.jpg,massage experts franchise
197,Premier Award-winning Senior Care Business,"Cambridge, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-266.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694736mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
198,Premier Award-winning Senior Care Business,"Brampton, Ontario, Canada",,"Asking Price: $139,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$139,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/premier-award-winning-senior-care-business-for-sale-265.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694735mediumthumbnail.jpg?UKrLIDko2BAZrfiOSlgF7A==,premier award-winning senior care
199,Eazi-Apps Franchise in Barrie,"Barrie, Ontario",,"Franchise Fee: $12,995
Investment: On request","$12,995 ",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-apps-international-franchise?location=Barrie,https://canada.businessesforsale.com/canadian/franchises/images/franchise6471/browselogobig.jpg,eazi-apps franchise
200,Multi Discipline Dance Studio In Eastern Ontario,"Eastern Ontario, Ontario, Canada",UPDATED,"This company has been training students in recreational, competitive, and professional capacities for over a decade. Most students keep coming back! More details »","$550,000 (CAD)","$860,000 (CAD)","$175,000 (CAD)",https://canada.businessesforsale.com/canadian/multi-discipline-dance-studio-in-eastern-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694612mediumthumbnail.jpg?ab9qfoOTJx0+4Iu0j2YjKg==,multi discipline dance studio
201,Profitable Outdoor Adventure Equipment And Sales In Ontario,"Ontario, Canada",,"Asking Price: $395,000 (CAD)
Revenue: $391,918 (CAD)
Cash Flow: $146,218 (CAD)","$395,000 (CAD)","$391,918 (CAD)","$146,218 (CAD)",https://canada.businessesforsale.com/canadian/profitable-outdoor-adventure-equipment-and-sales-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3694488mediumthumbnail.jpg?vgFuGxekb9NhqxqBxNwN8A==,profitable outdoor adventure equipment
202,Senior Helpers - Care Franchise in Kingston,"Kingston, Ontario",,"Franchise Fee: On Request
Investment: On request",On Request,On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/senior-helpers-care-franchise?location=Kingston,https://canada.businessesforsale.com/canadian/franchises/images/franchise8422/browselogobig.jpg,senior helpers care franchise
203,Below Cost North York Pizza Franchise Location,"North York, Ontario, Canada",,"Asking Price: $199,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$199,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/below-cost-north-york-pizza-franchise-location.aspx,https://canada.businessesforsale.com/uploadsstatic/a3693418mediumthumbnail.jpg?xmjAd0VffxdFSpeIctZVaw==,below cost north york
204,Profitable Shawarma Franchise In Brampton,"Brampton, Ontario, Canada",,"Asking Price: $500K - $1M (CAD)
Revenue: $1M - $5M (CAD)
Cash Flow: Undisclosed",$500K - $1M (CAD),$1M - $5M (CAD),Undisclosed,https://canada.businessesforsale.com/canadian/profitable-shawarma-franchise-in-brampton.aspx,https://canada.businessesforsale.com/content/shared/images/categoryimages/food.png,profitable shawarma franchise brampton
205,ChargeFuze On-the-go Smartphone Charging Solution Business Opportunity in Brantford,"Brantford, Ontario",,"License Fee: On request
Investment: $20,000 - $300,000",On request,"$20,000 - $300,000",,https://canada.businessesforsale.com/canadian/franchises/opportunities/charge-fuze-charging-solution-business-opportunity?location=Brantford,https://canada.businessesforsale.com/canadian/franchises/images/franchise8354/browselogobig.jpg,chargefuze on-the-go smartphone charging
206,Successful Established Metal Stamping Business,"Southern Ontario, Ontario, Canada",,"Asking Price: $2,600,000 (CAD)
Revenue: $3,000,000 (CAD)
Cash Flow: $700,000 (CAD)","$2,600,000 (CAD)","$3,000,000 (CAD)","$700,000 (CAD)",https://canada.businessesforsale.com/canadian/successful-established-metal-stamping-business.aspx,https://canada.businessesforsale.com/uploadsstatic/a3693110mediumthumbnail.jpg?a/e9TLxt/13JwvtwJ821lw==,successful established metal stamping
207,Robotic Welding Services In Greater Hamilton Toronto,"Greater Hamilton Toronto Area, Ontario, Canada",,"Asking Price: $99,900 (CAD)
Revenue: $69,400 (CAD)
Cash Flow: Under $50K (CAD)","$99,900 (CAD)","$69,400 (CAD)",Under $50K (CAD),https://canada.businessesforsale.com/canadian/robotic-welding-services-in-greater-hamilton-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3692986mediumthumbnail.jpg?0LcHT64Ix2X72XjONpDrRg==,robotic welding services greater
208,iOB Business Digital Agency Opportunity in Ottawa,"Ottawa, Ontario",,"Franchise Fee: On request
Investment: On request",On request,On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/iob-business-opportunity-canada?location=Ottawa,https://canada.businessesforsale.com/canadian/franchises/images/franchise7841/browselogobig.jpg,iob business digital agency
209,Investment Property For Sale In Whitby,"Whitby, Ontario, Canada",,"Asking Price: $1,200,000 (CAD)
Revenue: On request
Cash Flow: $56,400 (CAD)","$1,200,000 (CAD)",On request,"$56,400 (CAD)",https://canada.businessesforsale.com/canadian/investment-property-for-sale-in-whitby.aspx,https://canada.businessesforsale.com/uploadsstatic/a3692885mediumthumbnail.jpg?MjlYYESaHnbl2RmZHLaOnw==,investment property for sale
210,Business To Business Consulting Firm In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $95,500 (CAD)
Revenue: $274,951 (CAD)
Cash Flow: $178,718 (CAD)","$95,500 (CAD)","$274,951 (CAD)","$178,718 (CAD)",https://canada.businessesforsale.com/canadian/business-to-business-consulting-firm-in-toronto.aspx,https://canada.businessesforsale.com/content/shared/images/categoryimages/services.png,business to business consulting
211,An Even Better Place 2 Work – High-Return Employee Engagement Franchise in London,"London, Ontario",,"Franchise Fee: €10,000
Investment: On request","€10,000",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/an-even-better-place-to-work-franchise-canada?location=London,https://canada.businessesforsale.com/canadian/franchises/images/franchise8367/browselogobig.jpg,an even better place
212,Distinguished Children's Furniture Retail Outlet In Ontario,"Greater Toronto Area, Ontario, Canada",,"Asking Price: $369,900 (CAD)
Revenue: $681,850 (CAD)
Cash Flow: $150,000 (CAD)","$369,900 (CAD)","$681,850 (CAD)","$150,000 (CAD)",https://canada.businessesforsale.com/canadian/distinguished-children-s-furniture-retail-outlet-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3689825mediumthumbnail.jpg?9W9XYQcTXWG/JhsLGTaFtA==,distinguished children's furniture retail
213,Suppliers To The Film Industry In Greater Toronto Area,"Greater Toronto Area, Ontario, Canada",,"Asking Price: $475,000 (CAD)
Revenue: $720,000 (CAD)
Cash Flow: $175,000 (CAD)","$475,000 (CAD)","$720,000 (CAD)","$175,000 (CAD)",https://canada.businessesforsale.com/canadian/suppliers-to-the-film-industry-in-greater-toronto-area.aspx,https://canada.businessesforsale.com/uploadsstatic/a3689809mediumthumbnail.jpg?QSDu+eSLAPi+Q8HfjAfrcQ==,suppliers to the film
214,INS Market - Convenience Store Franchise in 1140 Bay,"1140 Bay, Ontario",,"Franchise Fee: $30,000
Investment: $100,000
Capital: $100,000","$30,000 ","$100,000 ","$100,000 ",https://canada.businessesforsale.com/canadian/franchises/opportunities/ins-market-convenience-franchise?location=1140%20Bay,https://canada.businessesforsale.com/canadian/franchises/images/franchise8394/browselogobig.jpg,ins market convenience store
215,7000 Sqft Building With 37ft Front In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $2,999,300 (CAD)
Revenue: $100K - $250K (CAD)
Cash Flow: $100K - $250K (CAD)","$2,999,300 (CAD)",$100K - $250K (CAD),$100K - $250K (CAD),https://canada.businessesforsale.com/canadian/7000-sqft-building-with-37ft-front-in-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3689766mediumthumbnail.jpg?bFUMVm7ZuualOG7aK58laA==,7000 sqft building with
216,An Even Better Place 2 Work – High-Return Employee Engagement Franchise in St. Catharines,"St. Catharines, Ontario",,"Franchise Fee: €10,000
Investment: On request","€10,000",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/an-even-better-place-to-work-franchise-canada?location=St.%20Catharines,https://canada.businessesforsale.com/canadian/franchises/images/franchise8367/browselogobig.jpg,an even better place
217,Profitable & Established Franchise Fitness Studio & Gym In Niagara Region,"Niagara Region, Ontario, Canada",,"Asking Price: $350,000 (CAD)
Revenue: $250K - $500K (CAD)
Cash Flow: $125,000 (CAD)","$350,000 (CAD)",$250K - $500K (CAD),"$125,000 (CAD)",https://canada.businessesforsale.com/canadian/profitable-and-established-franchise-fitness-studio-and-gym-in-niagara-region.aspx,https://canada.businessesforsale.com/uploadsstatic/a3645795mediumthumbnail.jpg?iJjQdMPWSKCNu9HE/NErlw==,profitable established franchise fitness
218,Profitable Fishing And Family Resort In Quetico,"Atikokan, Ontario, Canada",,"Asking Price: $3,245,000 (CAD)
Revenue: $1M - $5M (CAD)
Cash Flow: On request","$3,245,000 (CAD)",$1M - $5M (CAD),On request,https://canada.businessesforsale.com/canadian/profitable-fishing-and-family-resort-in-quetico.aspx,https://canada.businessesforsale.com/uploadsstatic/a3645793mediumthumbnail.jpg?b7ZOSX2sN/yCohB7mi1KMw==,profitable fishing family resort
219,Eazi-Apps Franchise in Greater Sudbury,"Greater Sudbury, Ontario",,"Franchise Fee: $12,995
Investment: On request","$12,995 ",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-apps-international-franchise?location=Greater%20Sudbury,https://canada.businessesforsale.com/canadian/franchises/images/franchise6471/browselogobig.jpg,eazi-apps franchise
220,Premium Women's Fashion Boutique In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $1,200,000 (CAD)
Revenue: $1,500,000 (CAD)
Cash Flow: $420,000 (CAD)","$1,200,000 (CAD)","$1,500,000 (CAD)","$420,000 (CAD)",https://canada.businessesforsale.com/canadian/premium-women-s-fashion-boutique-in-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3644460mediumthumbnail.jpg?5h37KrQkwcK9WeXCM73zEw==,premium women's fashion boutique
221,Care/foster Or Airb&b Prime Location In Hamltion,"Hamilton, Ontario, Ontario, Canada",,"Asking Price: $1,450,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$1,450,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/care-foster-or-airbed-and-breakfast-prime-location-in-hamltion.aspx,https://canada.businessesforsale.com/uploadsstatic/a3643461mediumthumbnail.jpg?atbX3HwuPQ04Sn1Jakt8Rw==,care foster airb& b
222,Eazi-Sites Franchise in Hamilton,"Hamilton, Ontario",,"Franchise Fee: On request
Investment: $4,995",On request,"$4,995 ",,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-sites-franchise-us-canada?location=Hamilton,https://canada.businessesforsale.com/canadian/franchises/images/franchise7277/browselogobig.jpg,eazi-sites franchise
223,Prime Location Care/foster Home In Hamilton,"Hamilton, Ontario, Ontario, Canada",,"Asking Price: $1,950,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$1,950,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/prime-location-care-foster-home-in-hamilton.aspx,https://canada.businessesforsale.com/uploadsstatic/a3643447mediumthumbnail.jpg?xdXfFLeru/bVfVBG1SvSag==,prime location care foster
224,Well-Established Serving Unique Industries: Interior Architecture & Design Management In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $6,950,000 (CAD)
Revenue: $3,382,139 (CAD)
Cash Flow: $1,563,546 (CAD)","$6,950,000 (CAD)","$3,382,139 (CAD)","$1,563,546 (CAD)",https://canada.businessesforsale.com/canadian/well-established-serving-unique-industries-interior-architecture-and-design-management-in-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3642884mediumthumbnail.jpg?mQzBTITbDd8urv2mC1IFTg==,well-established serving unique industries
225,Eazi-Apps Franchise in Kingston,"Kingston, Ontario",,"Franchise Fee: $12,995
Investment: On request","$12,995 ",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-apps-international-franchise?location=Kingston,https://canada.businessesforsale.com/canadian/franchises/images/franchise6471/browselogobig.jpg,eazi-apps franchise
226,Established Senior Homecare Business In Ontario,"Ontario, Canada",,"Asking Price: $850,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$850,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/established-senior-homecare-business-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3642744mediumthumbnail.jpg?XmpwoSB22ipbs9weW5zV7Q==,established senior homecare business
227,Established Custom Manufacturer Of Metal Security Products In Ontario,"Ontario, Canada",,"Asking Price: $230,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$230,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/established-custom-manufacturer-of-metal-security-products-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3642740mediumthumbnail.jpg?djYjK/xvuC7qjT1AmsykBA==,established custom manufacturer of
228,"INS Market - Convenience Store Franchise in One London Place, London","One London Place, London, Ontario",,"Franchise Fee: $30,000
Investment: $108,000
Capital: $100,000","$30,000 ","$108,000 ","$100,000 ",https://canada.businessesforsale.com/canadian/franchises/opportunities/ins-market-convenience-franchise?location=One%20London%20Place%2C%20London,https://canada.businessesforsale.com/canadian/franchises/images/franchise8394/browselogobig.jpg,ins market convenience store
229,Established Salon And Beauty Supply Business In Ontario,"Ontario, Canada",,"Asking Price: $140,000 (CAD)
Revenue: Undisclosed
Cash Flow: $71,053 (CAD)","$140,000 (CAD)",Undisclosed,"$71,053 (CAD)",https://canada.businessesforsale.com/canadian/established-salon-and-beauty-supply-business-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3642602mediumthumbnail.jpg?HhQ6ItDes/jVBUED7u44SA==,established salon beauty supply
230,Established Nutrition And Suppliment Store In Caledonia,"Caledonia, Ontario, Canada",,"Asking Price: $99,999 (CAD)
Revenue: On request
Cash Flow: On request","$99,999 (CAD)",On request,On request,https://canada.businessesforsale.com/canadian/established-nutrition-and-suppliment-store-in-caledonia.aspx,https://canada.businessesforsale.com/uploadsstatic/a3642129mediumthumbnail.jpg?Y+Q4TAB+D36v0QyDw8xIeA==,established nutrition suppliment store
231,FranServe Consultancy Franchise in Toronto,"Toronto, Ontario",,"Franchise Fee: On request
Investment: On request",On request,On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/franserve-franchise?location=Toronto,https://canada.businessesforsale.com/canadian/franchises/images/franchise7966/browselogobig.jpg,franserve consultancy franchise
232,Newmarket Area Cash Flowing Fast Food Franchise,"Newmarket, Ontario, Canada",PRICE REDUCED,"Excellent opportunity to own an existing cash flowing fast food franchise in the Bradford Newmarket area. Sales are $748,000 for the year. This location has only been open just over a year and is... More details »","$448,999 (CAD)","$748,000 (CAD)","$138,669 (CAD)",https://canada.businessesforsale.com/canadian/newmarket-area-cash-flowing-fast-food-franchise.aspx,https://canada.businessesforsale.com/uploadsstatic/a3641376mediumthumbnail.jpg?oLxY6xLFNM8Xcx8SFRRBbA==,newmarket area cash flowing
233,Established Barbershop Franchise In Ontario,"Ontario, Canada",,"Asking Price: $225,000 (CAD)
Revenue: Undisclosed
Cash Flow: Undisclosed","$225,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/established-barbershop-franchise-in-ontario.aspx,https://canada.businessesforsale.com/uploadsstatic/a3641276mediumthumbnail.jpg?soCzoRTrtkjouCmOc+9Jqg==,established barbershop franchise ontario
234,Best.Energy - Energy Monitoring Franchise in Toronto,"Toronto, Ontario",,"License Fee: $60,000
Investment: On request","$60,000 ",On request,,https://canada.businessesforsale.com/canadian/franchises/opportunities/best-energy-franchise-canada?location=Toronto,https://canada.businessesforsale.com/canadian/franchises/images/franchise8338/browselogobig.jpg,best energy energy monitoring
235,Investment Home In Whitby-luxury Living,"Whitby, Ontario, Canada",,"Asking Price: $1,465,000 (CAD)
Revenue: $62,000 (CAD)
Cash Flow: $50K - $100K (CAD)","$1,465,000 (CAD)","$62,000 (CAD)",$50K - $100K (CAD),https://canada.businessesforsale.com/canadian/investment-home-in-whitby-luxury-living.aspx,https://canada.businessesforsale.com/uploadsstatic/a3640945mediumthumbnail.jpg?CmzFAZQe6EepioEdp9Nt5g==,investment home whitby-luxury living
236,Manufacturer Of Prefabricated Sheds & Small Buildings,"Windsor, Ontario, Canada",,"Asking Price: $1,070,000 (CAD)
Revenue: $1,650,000 (CAD)
Cash Flow: $375,000 (CAD)","$1,070,000 (CAD)","$1,650,000 (CAD)","$375,000 (CAD)",https://canada.businessesforsale.com/canadian/manufacturer-of-prefabricated-sheds-and-small-buildings.aspx,https://canada.businessesforsale.com/uploadsstatic/a3639441mediumthumbnail.jpg?DJc6AVsQpM8jn7ncGMkOyA==,manufacturer of prefabricated sheds
237,Eazi-Sites Franchise in Toronto,"Toronto, Ontario",,"Franchise Fee: On request
Investment: $4,995",On request,"$4,995 ",,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-sites-franchise-us-canada?location=Toronto,https://canada.businessesforsale.com/canadian/franchises/images/franchise7277/browselogobig.jpg,eazi-sites franchise
238,Concrete Forming Business In Mississauga,"Mississauga, Ontario, Canada",,"Asking Price: $500,000 (CAD)
Revenue: $1,314,461 (CAD)
Cash Flow: $250,696 (CAD)","$500,000 (CAD)","$1,314,461 (CAD)","$250,696 (CAD)",https://canada.businessesforsale.com/canadian/concrete-forming-business-in-mississauga.aspx,https://canada.businessesforsale.com/uploadsstatic/a3575998mediumthumbnail.jpg?6h90uSU02hd8RAYY5/Q+zw==,concrete forming business mississauga
239,CNC/Low And High Production Machining Manufacturing,"Southwestern Ontario, Ontario, Canada",,"Asking Price: $1,000,000 (CAD)
Revenue: $2,600,000 (CAD)
Cash Flow: $408,000 (CAD)","$1,000,000 (CAD)","$2,600,000 (CAD)","$408,000 (CAD)",https://canada.businessesforsale.com/canadian/cnc-low-and-high-production-machining-manufacturing.aspx,https://canada.businessesforsale.com/uploadsstatic/a3606808mediumthumbnail.jpg?Pu2bMOhL5Qm0mMeaPcgDyQ==,cnc low high production
240,Eazi-Sites Franchise in Ottawa,"Ottawa, Ontario",,"Franchise Fee: On request
Investment: $4,995",On request,"$4,995 ",,https://canada.businessesforsale.com/canadian/franchises/opportunities/eazi-sites-franchise-us-canada?location=Ottawa,https://canada.businessesforsale.com/canadian/franchises/images/franchise7277/browselogobig.jpg,eazi-sites franchise
241,Amazing Pet Manufacturing/Distribution Business In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $1,900,000 (CAD)
Revenue: $3,618,104 (CAD)
Cash Flow: $579,985 (CAD)","$1,900,000 (CAD)","$3,618,104 (CAD)","$579,985 (CAD)",https://canada.businessesforsale.com/canadian/amazing-pet-manufacturing-distribution-business-in-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3559416mediumthumbnail.jpg?USGedOWsd6C38g7+0pdwvQ==,amazing pet manufacturing distribution
242,Turnkey Medical Clinic In Toronto,"Toronto, Ontario, Canada",,"Asking Price: $290,000 (CAD)
Revenue: $500K - $1M (CAD)
Cash Flow: $100K - $250K (CAD)","$290,000 (CAD)",$500K - $1M (CAD),$100K - $250K (CAD),https://canada.businessesforsale.com/canadian/turnkey-medical-clinic-in-toronto.aspx,https://canada.businessesforsale.com/uploadsstatic/a3559407mediumthumbnail.jpg?z69vSD/a9TZn9rq89zSjyg==,turnkey medical clinic toronto
243,Rapidly Expanding Distribution Company In Niche Sector,"Ontario, Canada",,"Asking Price: $2,950,000 (CAD)
Revenue: $1M - $5M (CAD)
Cash Flow: $500K - $2.5M (CAD)","$2,950,000 (CAD)",$1M - $5M (CAD),$500K - $2.5M (CAD),https://canada.businessesforsale.com/canadian/rapidly-expanding-distribution-company-in-niche-sector-for-sale.aspx,https://canada.businessesforsale.com/uploadsstatic/a3559278mediumthumbnail.jpg?JRvN+ur2eOtBK1Zyt4gAOg==,rapidly expanding distribution company
244,Established Waterfront Cottage And Campground Business In Ignace,"Ignace, Ontario, Canada",,"Asking Price: $1,295,000 (CAD)
Revenue: $250K - $500K (CAD)
Cash Flow: On request","$1,295,000 (CAD)",$250K - $500K (CAD),On request,https://canada.businessesforsale.com/canadian/established-waterfront-cottage-and-campground-business-in-ignace.aspx,https://canada.businessesforsale.com/uploadsstatic/a3558784mediumthumbnail.jpg?DJtJw70PGfKuDOEs1MpKbQ==,established waterfront cottage campground
245,Turn-Key Frozen Food Manufacturing Shop In Scarborough,"Scarborough, Ontario, Canada",UNDER OFFER,In the heart of Scarborough; 401/Midland. Very functional frozen food manufacturing space! Fully equipped with walk-in cooler (200 sq ft) and freezer (300sqft) Two systems in the walk-in freezer... More details »,"$228,000 (CAD)",$1 (CAD),$1 (CAD),https://canada.businessesforsale.com/canadian/turn-key-frozen-food-manufacturing-shop-in-scarborough.aspx,https://canada.businessesforsale.com/uploadsstatic/a3556051mediumthumbnail.jpg?ndJ/EqEeWOYb1MR7RLuCsw==,turn-key frozen food manufacturing
246,Unique Medical And Professional Office Space - North York,"North York, Ontario, Canada",,"Asking Price: $1M - $5M (CAD)
Revenue: Not applicable
Cash Flow: Not applicable",$1M - $5M (CAD),Not applicable,Not applicable,https://canada.businessesforsale.com/canadian/unique-medical-and-professional-office-space-north-york-for-sale.aspx,https://canada.businessesforsale.com/content/shared/images/categoryimages/services.png,unique medical professional office
247,Profitable Custom Printing Business In Mississauga,"Mississauga, Ontario, Canada",,"Asking Price: $260,000 (CAD)
Revenue: $250K - $500K (CAD)
Cash Flow: $50K - $100K (CAD)","$260,000 (CAD)",$250K - $500K (CAD),$50K - $100K (CAD),https://canada.businessesforsale.com/canadian/profitable-custom-printing-business-in-mississauga-for-sale.aspx,https://canada.businessesforsale.com/content/shared/images/categoryimages/services.png,profitable custom printing business
248,Established Multi- Store Retail Business,"Ontario, Canada",,"Asking Price: $5,500,000 (CAD)
Revenue: $7,700,000 (CAD)
Cash Flow: $1,250,000 (CAD)","$5,500,000 (CAD)","$7,700,000 (CAD)","$1,250,000 (CAD)",https://canada.businessesforsale.com/canadian/established-multi-store-retail-business-for-sale.aspx,https://canada.businessesforsale.com/uploadsstatic/a3553714mediumthumbnail.jpg?tMgIGQ95k0Qz3ro0Wa+IdQ==,established multi store retail
249,Barburrito Established Mexican Grill Restaurant Opportunity,"Belleville, Ontario, Canada",PRICE REDUCED,"Do not miss out on this Established BarBurrito Fresh Mexican Grill Franchise Resale Opportunity in Belleville, Ontario. Located at: 189, Bell Blvd, Unit-6, Belleville, ON (please do not contact the... More details »","$249,000 (CAD)",Undisclosed,Undisclosed,https://canada.businessesforsale.com/canadian/barburrito-established-mexican-grill-restaurant-opportunity.aspx,https://canada.businessesforsale.com/uploadsstatic/a3552947mediumthumbnail.jpg?9OKbFnP/ztmTn6BioFJFUQ==,barburrito established mexican grill
250,Established Luxury Hair Salon In Toronto Region,"Ontario, Canada",,"Asking Price: $225,000 (CAD)
Revenue: $1,704,547 (CAD)
Cash Flow: $91,312 (CAD)","$225,000 (CAD)","$1,704,547 (CAD)","$91,312 (CAD)",https://canada.businessesforsale.com/canadian/established-luxury-hair-salon-in-toronto-region.aspx,https://canada.businessesforsale.com/uploadsstatic/a3548900mediumthumbnail.jpg?R0mV+HOOi5vRrDoVwWGuxg==,established luxury hair salon
